DATE,SalesPersonCode,Time,NetAmount
2023-04-03,254,10:23 AM,750.0
2023-04-03,254,10:46 AM,3490.0
2023-04-03,254,11:48 AM,990.0
2023-04-03,254,11:48 AM,4490.0
2023-04-03,254,12:44 PM,595.0
2023-04-03,254,12:44 PM,3690.0
2023-04-03,254,12:44 PM,550.0
2023-04-03,254,12:45 PM,1740.0
2023-04-03,254,12:50 PM,1690.0
2023-04-03,254,12:50 PM,435.0
2023-04-03,254,12:50 PM,250.0
2023-04-03,254,3:04 PM,1250.0
2023-04-03,254,3:28 PM,2090.0
2023-04-03,254,3:40 PM,7200.0
2023-04-03,254,3:43 PM,1090.0
2023-04-03,254,5:09 PM,1590.0
2023-04-03,254,5:09 PM,1090.0
2023-04-03,254,5:37 PM,3690.0
2023-04-03,254,6:14 PM,3490.0
2023-04-03,265,10:35 AM,6250.0
2023-04-03,265,11:06 AM,4975.0
2023-04-03,265,11:07 AM,495.0
2023-04-03,265,1:47 PM,4490.0
2023-04-03,265,2:16 PM,2850.0
2023-04-03,265,3:10 PM,3975.0
2023-04-03,265,3:10 PM,3975.0
2023-04-03,265,3:45 PM,1190.0
2023-04-03,265,4:49 PM,7650.0
2023-04-03,265,6:51 PM,2850.0
2023-04-03,265,7:17 PM,3975.0
2023-04-03,265,7:54 PM,2850.0
2023-04-03,265,8:30 PM,3750.0
2023-04-03,430,9:27 AM,1350.0
2023-04-03,430,10:20 AM,1975.0
2023-04-03,430,10:37 AM,1290.0
2023-04-03,430,11:02 AM,2975.0
2023-04-03,430,11:40 AM,1975.0
2023-04-03,430,11:46 AM,1975.0
2023-04-03,430,11:47 AM,3180.0
2023-04-03,430,12:03 PM,2975.0
2023-04-03,430,12:30 PM,1450.0
2023-04-03,430,12:31 PM,350.0
2023-04-03,430,1:18 PM,1450.0
2023-04-03,430,1:20 PM,1350.0
2023-04-03,430,1:20 PM,1975.0
2023-04-03,430,1:38 PM,1790.0
2023-04-03,430,1:39 PM,1290.0
2023-04-03,430,2:09 PM,3150.0
2023-04-03,430,2:09 PM,2190.0
2023-04-03,430,2:35 PM,1290.0
2023-04-03,430,4:35 PM,350.0
2023-04-03,430,4:45 PM,975.0
2023-04-03,430,4:53 PM,350.0
2023-04-03,430,5:02 PM,2590.0
2023-04-03,430,5:31 PM,1290.0
2023-04-03,430,5:31 PM,1350.0
2023-04-03,430,5:31 PM,1350.0
2023-04-03,430,6:03 PM,3690.0
2023-04-03,430,6:21 PM,2190.0
2023-04-03,430,6:32 PM,1290.0
2023-04-03,430,8:16 PM,3290.0
2023-04-03,430,8:16 PM,3290.0
2023-04-03,430,8:16 PM,3290.0
2023-04-03,430,8:16 PM,3290.0
2023-04-03,430,8:17 PM,3290.0
2023-04-03,525,,20189.25645792522
2023-04-03,544,10:54 AM,32.56
2023-04-03,544,6:23 PM,130.94
2023-04-03,544,11:30 AM,132.11
2023-04-03,544,11:31 AM,503.17
2023-04-03,544,5:58 PM,176.22
2023-04-03,544,7:38 PM,218.62
2023-04-03,544,3:38 PM,6.05
2023-04-03,544,5:13 PM,554.61
2023-04-03,544,8:17 PM,302.3
2023-04-03,544,12:06 PM,123.53
2023-04-03,544,12:52 PM,144.89
2023-04-03,544,10:26 AM,1007.17
2023-04-03,544,6:40 PM,1036.34
2023-04-03,544,2:03 PM,567.7
2023-04-03,544,8:46 PM,146.85
2023-04-03,544,12:20 PM,491.94
2023-04-03,544,4:21 PM,362.54
2023-04-03,544,12:02 PM,2073.67
2023-04-03,544,12:26 PM,1016.71
2023-04-03,544,8:13 PM,82.13
2023-04-03,544,10:22 AM,151.11
2023-04-03,544,2:30 PM,63.84
2023-04-03,544,7:43 PM,31.23
2023-04-03,544,3:49 PM,6.14
2023-04-03,544,7:15 PM,744.88
2023-04-03,544,11:41 AM,707.75
2023-04-03,544,2:11 PM,302.03
2023-04-03,544,3:53 PM,12.7
2023-04-03,544,11:49 AM,138.48
2023-04-03,544,7:56 PM,34.38
2023-04-03,544,11:51 AM,723.02
2023-04-03,544,5:22 PM,39.39
2023-04-03,544,12:59 PM,164.81
2023-04-03,544,2:58 PM,181.44
2023-04-03,544,12:00 PM,541.99
2023-04-03,544,2:13 PM,101.76
2023-04-03,544,7:43 PM,7.84
2023-04-03,544,3:59 PM,27.73
2023-04-03,544,5:55 PM,603.2
2023-04-03,544,5:04 PM,351.23
2023-04-03,544,10:19 AM,112.8
2023-04-03,544,4:50 PM,524.47
2023-04-03,544,10:35 AM,359.99
2023-04-03,544,10:46 AM,179.92
2023-04-03,544,12:36 PM,568.11
2023-04-03,544,10:20 AM,844.71
2023-04-03,544,4:39 PM,219.8
2023-04-03,544,7:26 PM,45.78
2023-04-03,544,10:55 AM,522.79
2023-04-03,544,3:33 PM,764.15
2023-04-03,544,5:52 PM,12.47
2023-04-03,544,6:07 PM,325.01
2023-04-03,544,11:12 AM,780.53
2023-04-03,544,5:51 PM,865.78
2023-04-03,544,2:20 PM,559.65
2023-04-03,544,8:06 PM,34.33
2023-04-03,544,6:21 PM,192.82
2023-04-03,544,8:23 PM,156.89
2023-04-03,544,2:17 PM,1336.7
2023-04-03,544,5:38 PM,381.96
2023-04-03,544,10:44 AM,396.61
2023-04-03,544,10:34 AM,948.72
2023-04-03,544,8:04 PM,86.01
2023-04-03,544,2:37 PM,2080.83
2023-04-03,544,11:54 AM,468.36
2023-04-03,544,2:14 PM,600.81
2023-04-03,544,2:25 PM,195.54
2023-04-03,544,4:20 PM,550.5
2023-04-03,544,1:46 PM,675.12
2023-04-03,544,12:22 PM,135.67
2023-04-03,544,4:15 PM,333.17
2023-04-03,544,3:49 PM,517.57
2023-04-03,544,11:23 AM,495.8
2023-04-03,544,2:10 PM,286.78
2023-04-03,544,4:19 PM,255.37
2023-04-03,544,2:17 PM,307.23
2023-04-03,544,7:13 PM,27.25
2023-04-03,544,1:21 PM,409.07
2023-04-03,544,11:19 AM,965.91
2023-04-03,544,7:13 PM,32.08
2023-04-03,544,10:18 AM,482.94
2023-04-03,544,5:10 PM,720.98
2023-04-03,544,2:40 PM,235.38
2023-04-03,544,3:29 PM,429.51
2023-04-03,544,6:54 PM,247.42
2023-04-03,544,12:30 PM,684.45
2023-04-03,544,1:38 PM,657.26
2023-04-04,254,9:31 AM,3690.0
2023-04-04,254,10:59 AM,2975.0
2023-04-04,254,11:56 AM,4975.0
2023-04-04,254,3:32 PM,3490.0
2023-04-04,254,3:41 PM,1190.0
2023-04-04,254,3:41 PM,1490.0
2023-04-04,254,3:41 PM,285.0
2023-04-04,254,3:41 PM,395.0
2023-04-04,254,3:56 PM,3490.0
2023-04-04,254,6:04 PM,1590.0
2023-04-04,254,6:05 PM,1690.0
2023-04-04,254,6:24 PM,3490.0
2023-04-04,254,8:07 PM,340.0
2023-04-04,254,8:07 PM,4975.0
2023-04-04,254,8:35 PM,2090.0
2023-04-04,254,8:35 PM,2975.0
2023-04-04,254,8:35 PM,1790.0
2023-04-04,254,8:57 PM,1550.0
2023-04-04,254,8:57 PM,1590.0
2023-04-04,254,8:58 PM,3750.0
2023-04-04,254,9:03 PM,350.0
2023-04-04,265,10:33 AM,4500.0
2023-04-04,265,10:36 AM,3975.0
2023-04-04,265,10:36 AM,3975.0
2023-04-04,265,11:13 AM,1650.0
2023-04-04,265,11:20 AM,2490.0
2023-04-04,265,12:44 PM,7650.0
2023-04-04,265,12:44 PM,2150.0
2023-04-04,265,12:57 PM,3975.0
2023-04-04,265,12:58 PM,6250.0
2023-04-04,265,2:36 PM,3750.0
2023-04-04,265,2:44 PM,1090.0
2023-04-04,265,3:58 PM,2850.0
2023-04-04,265,3:58 PM,6450.0
2023-04-04,265,4:48 PM,990.0
2023-04-04,265,7:36 PM,4500.0
2023-04-04,265,8:36 PM,3975.0
2023-04-04,265,8:47 PM,4450.0
2023-04-04,265,9:03 PM,12900.0
2023-04-04,430,10:11 AM,1490.0
2023-04-04,430,11:48 AM,1290.0
2023-04-04,430,11:57 AM,1290.0
2023-04-04,430,12:12 PM,3150.0
2023-04-04,430,12:28 PM,2090.0
2023-04-04,430,12:55 PM,3290.0
2023-04-04,430,12:55 PM,1450.0
2023-04-04,430,12:55 PM,1290.0
2023-04-04,430,1:28 PM,1490.0
2023-04-04,430,3:30 PM,2190.0
2023-04-04,430,3:48 PM,1890.0
2023-04-04,430,3:51 PM,890.0
2023-04-04,430,3:51 PM,2150.0
2023-04-04,430,3:55 PM,1290.0
2023-04-04,430,3:55 PM,1290.0
2023-04-04,430,3:55 PM,1290.0
2023-04-04,430,4:01 PM,990.0
2023-04-04,430,4:35 PM,1350.0
2023-04-04,430,6:13 PM,1350.0
2023-04-04,430,6:13 PM,1250.0
2023-04-04,430,6:25 PM,2590.0
2023-04-04,430,6:33 PM,1350.0
2023-04-04,430,6:33 PM,1490.0
2023-04-04,430,8:07 PM,2975.0
2023-04-04,430,8:37 PM,1290.0
2023-04-04,525,,7919.68582221867
2023-04-04,544,6:22 PM,2258.85
2023-04-04,544,6:54 PM,349.69
2023-04-04,544,3:37 PM,366.46
2023-04-04,544,8:35 PM,346.07
2023-04-04,544,3:35 PM,116.52
2023-04-04,544,2:36 PM,60.63
2023-04-04,544,8:58 PM,909.1
2023-04-04,544,4:18 PM,457.68
2023-04-04,544,3:48 PM,309.72
2023-04-04,544,2:46 PM,128.25
2023-04-04,544,4:02 PM,32.41
2023-04-04,544,4:16 PM,441.47
2023-04-04,544,3:27 PM,78.15
2023-04-04,544,1:01 PM,245.06
2023-04-04,544,5:54 PM,754.64
2023-04-04,544,5:38 PM,229.36
2023-04-04,544,4:05 PM,301.92
2023-04-04,544,4:26 PM,1444.02
2023-04-04,544,5:30 PM,239.79
2023-04-04,544,11:17 AM,751.36
2023-04-04,544,8:25 PM,358.85
2023-04-04,544,11:27 AM,419.38
2023-04-04,544,1:10 PM,2.73
2023-04-04,544,2:44 PM,567.89
2023-04-04,544,4:12 PM,230.41
2023-04-04,544,6:07 PM,76.26
2023-04-04,544,10:06 AM,32.47
2023-04-04,544,5:03 PM,337.4
2023-04-04,544,12:07 PM,437.48
2023-04-04,544,3:36 PM,175.98
2023-04-04,544,1:26 PM,44.65
2023-04-04,544,3:38 PM,324.85
2023-04-04,544,11:50 AM,968.74
2023-04-04,544,10:50 AM,365.47
2023-04-04,544,11:13 AM,1446.29
2023-04-04,544,11:21 AM,111.88
2023-04-04,544,7:32 PM,1273.35
2023-04-04,544,12:51 PM,442.16
2023-04-04,544,8:21 PM,198.69
2023-04-04,544,10:08 AM,63.92
2023-04-04,544,11:40 AM,834.71
2023-04-04,544,7:28 PM,183.81
2023-04-04,544,5:09 PM,11.19
2023-04-04,544,2:41 PM,460.29
2023-04-04,544,4:23 PM,313.8
2023-04-04,544,8:00 PM,793.67
2023-04-04,544,11:25 AM,382.53
2023-04-04,544,10:36 AM,1.29
2023-04-04,544,10:25 AM,46.02
2023-04-04,544,11:48 AM,395.29
2023-04-04,544,4:28 PM,11.68
2023-04-04,544,2:37 PM,98.24
2023-04-04,544,2:56 PM,437.48
2023-04-04,544,3:29 PM,259.3
2023-04-04,544,1:25 PM,651.61
2023-04-04,544,8:51 PM,807.58
2023-04-04,544,6:49 PM,171.51
2023-04-04,544,12:02 PM,54.41
2023-04-04,544,4:30 PM,1325.84
2023-04-04,544,3:42 PM,109.75
2023-04-04,544,7:56 PM,76.67
2023-04-04,544,7:44 PM,230.73
2023-04-04,544,7:43 PM,445.23
2023-04-04,544,5:29 PM,497.37
2023-04-04,544,1:49 PM,307.86
2023-04-04,544,10:09 AM,1.54
2023-04-04,544,3:31 PM,34.0
2023-04-04,544,5:51 PM,364.18
2023-04-04,544,5:33 PM,782.42
2023-04-05,254,10:24 AM,2150.0
2023-04-05,254,10:40 AM,6175.0
2023-04-05,254,11:07 AM,3500.0
2023-04-05,254,11:39 AM,4975.0
2023-04-05,254,11:46 AM,3490.0
2023-04-05,254,11:46 AM,2999.0
2023-04-05,254,12:27 PM,850.0
2023-04-05,254,12:58 PM,4590.0
2023-04-05,254,1:10 PM,790.0
2023-04-05,254,1:29 PM,3290.0
2023-04-05,254,1:29 PM,3490.0
2023-04-05,254,1:31 PM,2975.0
2023-04-05,254,2:50 PM,2090.0
2023-04-05,254,2:53 PM,3975.0
2023-04-05,254,3:16 PM,960.0
2023-04-05,254,3:44 PM,540.0
2023-04-05,254,4:07 PM,2975.0
2023-04-05,254,4:07 PM,960.0
2023-04-05,254,4:07 PM,1975.0
2023-04-05,254,4:42 PM,2090.0
2023-04-05,254,4:42 PM,1590.0
2023-04-05,254,5:26 PM,1590.0
2023-04-05,254,5:36 PM,2150.0
2023-04-05,254,6:04 PM,2090.0
2023-04-05,254,6:04 PM,1850.0
2023-04-05,254,6:04 PM,750.0
2023-04-05,254,6:05 PM,435.0
2023-04-05,254,6:35 PM,595.0
2023-04-05,254,6:36 PM,1700.0
2023-04-05,254,6:36 PM,1590.0
2023-04-05,254,7:38 PM,4250.0
2023-04-05,254,8:11 PM,1190.0
2023-04-05,254,8:58 PM,1490.0
2023-04-05,254,8:59 PM,2090.0
2023-04-05,265,9:55 AM,6450.0
2023-04-05,265,10:32 AM,1850.0
2023-04-05,265,10:34 AM,790.0
2023-04-05,265,10:40 AM,6340.0
2023-04-05,265,11:13 AM,1090.0
2023-04-05,265,11:13 AM,975.0
2023-04-05,265,11:39 AM,3975.0
2023-04-05,265,11:43 AM,2925.0
2023-04-05,265,11:49 AM,7200.0
2023-04-05,265,11:59 AM,975.0
2023-04-05,265,12:00 PM,270.0
2023-04-05,265,12:00 PM,3975.0
2023-04-05,265,12:07 PM,3975.0
2023-04-05,265,12:08 PM,3975.0
2023-04-05,265,12:25 PM,2650.0
2023-04-05,265,12:25 PM,2850.0
2023-04-05,265,12:52 PM,2690.0
2023-04-05,265,12:52 PM,450.0
2023-04-05,265,12:52 PM,5750.0
2023-04-05,265,12:55 PM,2890.0
2023-04-05,265,1:09 PM,2975.0
2023-04-05,265,1:31 PM,1850.0
2023-04-05,265,1:36 PM,2850.0
2023-04-05,265,1:44 PM,4500.0
2023-04-05,265,2:25 PM,6250.0
2023-04-05,265,2:39 PM,1850.0
2023-04-05,265,3:32 PM,2975.0
2023-04-05,265,3:56 PM,1850.0
2023-04-05,265,4:38 PM,1850.0
2023-04-05,265,4:38 PM,1850.0
2023-04-05,265,4:38 PM,1850.0
2023-04-05,265,4:48 PM,950.0
2023-04-05,265,5:04 PM,1850.0
2023-04-05,265,5:04 PM,550.0
2023-04-05,265,5:25 PM,2890.0
2023-04-05,265,5:26 PM,1300.0
2023-04-05,265,5:26 PM,2975.0
2023-04-05,265,5:26 PM,5750.0
2023-04-05,265,5:38 PM,2490.0
2023-04-05,265,5:57 PM,4450.0
2023-04-05,265,5:57 PM,2850.0
2023-04-05,265,6:12 PM,7650.0
2023-04-05,265,6:13 PM,1850.0
2023-04-05,265,6:54 PM,4490.0
2023-04-05,265,7:09 PM,2850.0
2023-04-05,265,8:27 PM,3975.0
2023-04-05,430,9:30 AM,1790.0
2023-04-05,430,10:40 AM,1890.0
2023-04-05,430,11:15 AM,240.0
2023-04-05,430,11:39 AM,2975.0
2023-04-05,430,11:43 AM,1290.0
2023-04-05,430,12:11 PM,3150.0
2023-04-05,430,12:24 PM,1690.0
2023-04-05,430,12:24 PM,3590.0
2023-04-05,430,12:24 PM,990.0
2023-04-05,430,12:25 PM,990.0
2023-04-05,430,12:25 PM,2975.0
2023-04-05,430,12:42 PM,2975.0
2023-04-05,430,12:54 PM,2975.0
2023-04-05,430,1:01 PM,2975.0
2023-04-05,430,1:02 PM,990.0
2023-04-05,430,1:04 PM,990.0
2023-04-05,430,1:47 PM,2090.0
2023-04-05,430,2:20 PM,1890.0
2023-04-05,430,2:21 PM,1690.0
2023-04-05,430,2:21 PM,990.0
2023-04-05,430,2:24 PM,435.0
2023-04-05,430,2:27 PM,700.0
2023-04-05,430,2:34 PM,1490.0
2023-04-05,430,2:50 PM,1850.0
2023-04-05,430,3:04 PM,2290.0
2023-04-05,430,3:04 PM,1890.0
2023-04-05,430,3:08 PM,850.0
2023-04-05,430,3:24 PM,1690.0
2023-04-05,430,3:24 PM,1975.0
2023-04-05,430,3:24 PM,350.0
2023-04-05,430,3:27 PM,1890.0
2023-04-05,430,3:29 PM,3975.0
2023-04-05,430,3:29 PM,435.0
2023-04-05,430,3:29 PM,990.0
2023-04-05,430,3:59 PM,990.0
2023-04-05,430,4:04 PM,1350.0
2023-04-05,430,4:07 PM,1890.0
2023-04-05,430,4:30 PM,2190.0
2023-04-05,430,4:43 PM,1890.0
2023-04-05,430,5:09 PM,1490.0
2023-04-05,430,5:21 PM,1690.0
2023-04-05,430,5:21 PM,1350.0
2023-04-05,430,6:13 PM,2590.0
2023-04-05,430,6:26 PM,1350.0
2023-04-05,430,6:35 PM,975.0
2023-04-05,430,8:11 PM,3750.0
2023-04-05,430,8:16 PM,340.0
2023-04-05,430,8:27 PM,975.0
2023-04-05,430,8:30 PM,340.0
2023-04-05,525,,4822.791582645975
2023-04-05,544,8:57 PM,575.36
2023-04-05,544,7:47 PM,584.62
2023-04-05,544,1:36 PM,316.37
2023-04-05,544,11:16 AM,571.13
2023-04-05,544,11:30 AM,14.79
2023-04-05,544,3:35 PM,227.73
2023-04-05,544,8:26 PM,396.98
2023-04-05,544,3:09 PM,361.91
2023-04-05,544,3:05 PM,152.15
2023-04-05,544,11:06 AM,78.96
2023-04-05,544,4:50 PM,175.3
2023-04-05,544,3:50 PM,80.09
2023-04-05,544,2:33 PM,72.09
2023-04-05,544,4:17 PM,75.27
2023-04-05,544,6:23 PM,36.64
2023-04-05,544,2:49 PM,50.61
2023-04-05,544,1:04 PM,497.67
2023-04-05,544,8:20 PM,310.29
2023-04-05,544,6:27 PM,684.01
2023-04-05,544,7:25 PM,258.03
2023-04-05,544,7:54 PM,164.78
2023-04-05,544,4:36 PM,661.87
2023-04-05,544,8:38 PM,163.35
2023-04-05,544,7:48 PM,35.09
2023-04-05,544,4:57 PM,276.46
2023-04-05,544,12:02 PM,678.45
2023-04-05,544,12:46 PM,1363.19
2023-04-05,544,4:28 PM,33.59
2023-04-05,544,7:30 PM,578.22
2023-04-05,544,6:02 PM,87.16
2023-04-05,544,6:46 PM,646.93
2023-04-05,544,10:01 AM,1386.89
2023-04-05,544,10:48 AM,469.02
2023-04-05,544,1:14 PM,628.34
2023-04-05,544,8:27 PM,17.12
2023-04-05,544,7:32 PM,72.32
2023-04-05,544,1:09 PM,69.88
2023-04-05,544,3:52 PM,140.77
2023-04-05,544,1:56 PM,46.57
2023-04-05,544,1:39 PM,193.35
2023-04-05,544,10:36 AM,618.55
2023-04-05,544,12:17 PM,48.46
2023-04-05,544,4:12 PM,1029.64
2023-04-05,544,5:10 PM,644.25
2023-04-05,544,11:16 AM,724.95
2023-04-05,544,12:51 PM,1605.8
2023-04-05,544,8:51 PM,168.52
2023-04-05,544,3:17 PM,472.94
2023-04-05,544,12:46 PM,318.56
2023-04-05,544,5:34 PM,32.17
2023-04-05,544,1:25 PM,647.02
2023-04-05,544,7:54 PM,250.79
2023-04-05,544,2:43 PM,473.41
2023-04-05,544,12:41 PM,83.36
2023-04-05,544,10:01 AM,709.87
2023-04-05,544,2:13 PM,6.69
2023-04-05,544,8:06 PM,16.67
2023-04-05,544,10:26 AM,86.03
2023-04-05,544,5:47 PM,43.78
2023-04-05,544,6:15 PM,335.78
2023-04-05,544,5:39 PM,11.26
2023-04-05,544,10:08 AM,513.15
2023-04-05,544,2:22 PM,8.56
2023-04-05,544,5:49 PM,173.6
2023-04-05,544,10:29 AM,90.82
2023-04-05,544,6:22 PM,77.02
2023-04-05,544,5:43 PM,672.28
2023-04-05,544,2:55 PM,286.16
2023-04-05,544,12:03 PM,31.56
2023-04-05,544,2:58 PM,56.09
2023-04-05,544,2:29 PM,456.63
2023-04-05,544,10:37 AM,421.31
2023-04-05,544,6:22 PM,247.65
2023-04-05,544,4:05 PM,427.03
2023-04-05,544,4:37 PM,366.29
2023-04-05,544,7:50 PM,209.27
2023-04-05,544,3:50 PM,118.66
2023-04-05,544,12:02 PM,762.07
2023-04-05,544,6:45 PM,52.37
2023-04-05,544,2:10 PM,172.95
2023-04-05,544,8:49 PM,172.83
2023-04-05,544,5:35 PM,679.49
2023-04-05,544,5:37 PM,34.97
2023-04-05,544,7:29 PM,777.39
2023-04-05,544,5:59 PM,373.58
2023-04-05,544,3:28 PM,214.64
2023-04-05,544,7:30 PM,372.37
2023-04-05,544,11:55 AM,929.41
2023-04-05,544,3:07 PM,87.04
2023-04-05,544,4:29 PM,29.06
2023-04-05,544,10:53 AM,373.76
2023-04-05,544,3:27 PM,323.95
2023-04-05,544,6:47 PM,61.66
2023-04-05,544,4:50 PM,474.53
2023-04-05,544,6:50 PM,696.86
2023-04-05,544,3:38 PM,408.6
2023-04-05,544,3:07 PM,177.26
2023-04-05,544,3:04 PM,48.77
2023-04-05,544,2:15 PM,391.22
2023-04-05,544,7:54 PM,167.29
2023-04-05,544,11:18 AM,258.24
2023-04-05,544,5:31 PM,118.01
2023-04-05,544,4:00 PM,115.09
2023-04-05,544,12:05 PM,3.24
2023-04-05,544,3:25 PM,664.1
2023-04-05,544,2:47 PM,331.32
2023-04-05,544,6:30 PM,502.06
2023-04-05,544,8:11 PM,813.92
2023-04-05,544,12:31 PM,174.02
2023-04-05,544,1:32 PM,247.7
2023-04-05,544,6:55 PM,916.75
2023-04-05,544,1:29 PM,184.32
2023-04-05,544,3:27 PM,324.13
2023-04-05,544,4:03 PM,302.1
2023-04-05,544,2:29 PM,991.87
2023-04-05,544,4:54 PM,286.54
2023-04-05,544,1:47 PM,82.82
2023-04-05,544,3:07 PM,88.7
2023-04-05,544,4:37 PM,262.95
2023-04-05,544,10:28 AM,777.12
2023-04-05,544,2:47 PM,32.2
2023-04-05,544,5:25 PM,103.2
2023-04-05,544,3:02 PM,771.91
2023-04-05,544,2:09 PM,82.69
2023-04-05,544,11:39 AM,355.71
2023-04-05,544,2:49 PM,15.0
2023-04-05,544,1:45 PM,846.82
2023-04-05,544,7:26 PM,59.55
2023-04-05,544,3:56 PM,12.92
2023-04-05,544,6:09 PM,347.16
2023-04-05,544,7:22 PM,824.91
2023-04-05,544,12:18 PM,2117.93
2023-04-05,544,10:56 AM,679.02
2023-04-05,544,11:35 AM,249.3
2023-04-05,544,2:51 PM,154.4
2023-04-05,544,5:15 PM,617.37
2023-04-05,544,7:12 PM,189.91
2023-04-05,544,12:34 PM,521.33
2023-04-05,544,8:29 PM,372.85
2023-04-05,544,3:14 PM,72.57
2023-04-05,544,7:09 PM,66.91
2023-04-05,544,6:23 PM,756.34
2023-04-05,544,2:17 PM,205.2
2023-04-05,544,4:07 PM,1352.79
2023-04-05,544,12:57 PM,68.02
2023-04-05,544,12:24 PM,991.92
2023-04-05,544,4:48 PM,357.07
2023-04-05,544,11:52 AM,95.43
2023-04-05,544,3:32 PM,93.17
2023-04-05,544,5:12 PM,56.65
2023-04-05,544,10:22 AM,1244.75
2023-04-05,544,1:17 PM,266.4
2023-04-05,544,2:58 PM,602.62
2023-04-05,544,1:06 PM,896.76
2023-04-05,544,4:41 PM,124.22
2023-04-05,544,11:08 AM,361.08
2023-04-05,544,12:56 PM,831.2
2023-04-05,544,5:43 PM,547.39
2023-04-05,544,7:40 PM,13.92
2023-04-05,544,12:52 PM,736.41
2023-04-05,544,1:59 PM,69.44
2023-04-05,544,4:49 PM,354.61
2023-04-05,544,10:22 AM,411.61
2023-04-05,544,6:42 PM,72.74
2023-04-05,544,6:52 PM,1066.6
2023-04-05,544,4:39 PM,729.67
2023-04-05,544,2:03 PM,481.29
2023-04-05,544,2:42 PM,154.03
2023-04-05,544,4:45 PM,215.43
2023-04-05,544,4:30 PM,51.22
2023-04-05,544,7:47 PM,258.36
2023-04-05,544,11:34 AM,361.19
2023-04-05,544,1:09 PM,36.73
2023-04-05,544,10:06 AM,237.63
2023-04-05,544,5:39 PM,20.13
2023-04-05,544,12:37 PM,253.11
2023-04-05,544,10:53 AM,81.21
2023-04-06,254,10:14 AM,950.0
2023-04-06,254,10:56 AM,4850.0
2023-04-06,254,11:13 AM,1190.0
2023-04-06,254,11:14 AM,1490.0
2023-04-06,254,11:14 AM,1190.0
2023-04-06,254,11:14 AM,1490.0
2023-04-06,254,11:33 AM,990.0
2023-04-06,254,11:33 AM,1190.0
2023-04-06,254,11:40 AM,550.0
2023-04-06,254,12:18 PM,530.0
2023-04-06,254,12:18 PM,1590.0
2023-04-06,254,1:09 PM,1190.0
2023-04-06,254,1:09 PM,1975.0
2023-04-06,254,1:41 PM,3450.0
2023-04-06,254,1:47 PM,3450.0
2023-04-06,254,1:47 PM,170.0
2023-04-06,254,1:48 PM,225.0
2023-04-06,254,1:48 PM,3450.0
2023-04-06,254,1:50 PM,1690.0
2023-04-06,254,1:50 PM,340.0
2023-04-06,254,1:50 PM,4975.0
2023-04-06,254,1:54 PM,2599.0
2023-04-06,254,1:54 PM,3290.0
2023-04-06,254,2:22 PM,1490.0
2023-04-06,254,2:44 PM,1590.0
2023-04-06,254,3:37 PM,4975.0
2023-04-06,254,4:09 PM,3290.0
2023-04-06,254,4:56 PM,1590.0
2023-04-06,254,4:56 PM,1590.0
2023-04-06,254,4:56 PM,3290.0
2023-04-06,254,5:49 PM,2090.0
2023-04-06,254,6:52 PM,550.0
2023-04-06,254,6:54 PM,2975.0
2023-04-06,254,7:17 PM,1590.0
2023-04-06,254,7:33 PM,1490.0
2023-04-06,254,7:33 PM,1190.0
2023-04-06,254,7:33 PM,540.0
2023-04-06,254,8:25 PM,11900.0
2023-04-06,254,8:25 PM,350.0
2023-04-06,254,8:26 PM,340.0
2023-04-06,254,8:26 PM,4250.0
2023-04-06,254,8:49 PM,475.0
2023-04-06,254,8:49 PM,4975.0
2023-04-06,265,10:16 AM,1190.0
2023-04-06,265,10:57 AM,1190.0
2023-04-06,265,11:10 AM,12900.0
2023-04-06,265,11:10 AM,490.0
2023-04-06,265,11:21 AM,1850.0
2023-04-06,265,11:25 AM,975.0
2023-04-06,265,11:27 AM,4450.0
2023-04-06,265,11:27 AM,2850.0
2023-04-06,265,11:33 AM,4500.0
2023-04-06,265,11:33 AM,975.0
2023-04-06,265,11:37 AM,2975.0
2023-04-06,265,11:37 AM,1850.0
2023-04-06,265,11:42 AM,440.0
2023-04-06,265,12:15 PM,550.0
2023-04-06,265,12:15 PM,7200.0
2023-04-06,265,12:17 PM,0.0
2023-04-06,265,12:40 PM,1090.0
2023-04-06,265,12:52 PM,1090.0
2023-04-06,265,1:45 PM,2350.0
2023-04-06,265,1:53 PM,975.0
2023-04-06,265,2:17 PM,3975.0
2023-04-06,265,2:20 PM,2975.0
2023-04-06,265,2:21 PM,1850.0
2023-04-06,265,2:29 PM,990.0
2023-04-06,265,3:01 PM,11900.0
2023-04-06,265,3:30 PM,975.0
2023-04-06,265,3:35 PM,4975.0
2023-04-06,265,3:35 PM,590.0
2023-04-06,265,3:37 PM,2850.0
2023-04-06,265,4:09 PM,3975.0
2023-04-06,265,5:56 PM,4500.0
2023-04-06,265,6:09 PM,12990.0
2023-04-06,265,6:12 PM,0.0
2023-04-06,265,6:34 PM,3975.0
2023-04-06,265,6:37 PM,2850.0
2023-04-06,265,6:38 PM,2850.0
2023-04-06,265,6:38 PM,2850.0
2023-04-06,265,6:50 PM,0.0
2023-04-06,265,7:03 PM,0.0
2023-04-06,265,7:22 PM,2975.0
2023-04-06,265,7:22 PM,975.0
2023-04-06,265,8:09 PM,340.0
2023-04-06,265,8:09 PM,11500.0
2023-04-06,265,8:36 PM,3975.0
2023-04-06,265,8:38 PM,2890.0
2023-04-06,265,8:45 PM,6450.0
2023-04-06,265,8:47 PM,4700.0
